File_mb	1302.45	PEPPRO
Read_type	paired	PEPPRO
Genome	hg38	PEPPRO
Raw_reads	53049272	PEPPRO
Fastq_reads	53049272	PEPPRO
Trimmed_reads	16312692	PEPPRO
Trim_loss_rate	69.25	PEPPRO
Reads_with_adapter	21262101.0	PEPPRO
Reads_too_short	8863359.0	PEPPRO
Duplicate_reads	778059.0	PEPPRO
Pct_reads_too_short	33.4156	PEPPRO
Trimmed_reads	17394524	PEPPRO
Trim_loss_rate	67.21	PEPPRO
Peak_adapter_insertion_size	17	PEPPRO
Degradation_ratio	1.349	PEPPRO
Aligned_reads_human_rDNA	3622152.0	PEPPRO
Alignment_rate_human_rDNA	20.82	PEPPRO
Mapped_reads	24911965	PEPPRO
QC_filtered_reads	15309473	PEPPRO
Aligned_reads	9602492.0	PEPPRO
Alignment_rate	55.2	PEPPRO
Total_efficiency	18.1	PEPPRO
Read_depth	2.05	PEPPRO
Mitochondrial_reads	252493	PEPPRO
Maximum_read_length	38	PEPPRO
Genome_size	3099922541	PEPPRO
Frac_exp_unique_at_10M	0.9166	PEPPRO
NRF	1.0	PEPPRO
PBC1	5434839.0	PEPPRO
PBC2	5434839.0	PEPPRO
Unmapped_reads	3997391	PEPPRO
TSS_Plus_Score	18.5	PEPPRO
TSS_Minus_Score	2.4	PEPPRO
Pause_index	17.17	PEPPRO
Plus_FRiP	0.42	PEPPRO
Minus_FRiP	0.39	PEPPRO
mRNA_contamination	1.29	PEPPRO
Time	2:14:51	PEPPRO
Success	02-18-13:23:49	PEPPRO
