File_mb	2737.32	PEPPRO
Read_type	paired	PEPPRO
Genome	hg38	PEPPRO
Raw_reads	114083518	PEPPRO
Fastq_reads	114083518	PEPPRO
Trimmed_reads	28674037	PEPPRO
Trim_loss_rate	74.87	PEPPRO
Reads_with_adapter	43984199.0	PEPPRO
Reads_too_short	27614116.0	PEPPRO
Duplicate_reads	2388789.0	PEPPRO
Pct_reads_too_short	48.4104	PEPPRO
Trimmed_reads	30761688	PEPPRO
Trim_loss_rate	73.04	PEPPRO
Peak_adapter_insertion_size	20	PEPPRO
Degradation_ratio	1.0037	PEPPRO
Aligned_reads_human_rDNA	5458620.0	PEPPRO
Alignment_rate_human_rDNA	17.74	PEPPRO
Mapped_reads	44741250	PEPPRO
QC_filtered_reads	25860518	PEPPRO
Aligned_reads	18880731.5	PEPPRO
Alignment_rate	61.38	PEPPRO
Total_efficiency	16.55	PEPPRO
Read_depth	3.37	PEPPRO
Mitochondrial_reads	670904	PEPPRO
Maximum_read_length	38	PEPPRO
Genome_size	3099922541	PEPPRO
Frac_exp_unique_at_10M	0.8187	PEPPRO
NRF	1.0	PEPPRO
PBC1	10123508.0	PEPPRO
PBC2	10123508.0	PEPPRO
Unmapped_reads	6731776	PEPPRO
TSS_Plus_Score	57.4	PEPPRO
TSS_Minus_Score	16.5	PEPPRO
Pause_index	70.88	PEPPRO
Plus_FRiP	0.4	PEPPRO
Minus_FRiP	0.37	PEPPRO
mRNA_contamination	1.16	PEPPRO
Time	3:22:33	PEPPRO
Success	02-18-14:31:31	PEPPRO
